0,2.2
1,0.4
2,2.4
3,1.4
4,4.2
5,16.2
6,12.6
7,3.2
8,0.8
9,0.2
10,4.0
11,2.8
12,4.2
13,22.6
14,27.8
15,5.6
16,0.6
17,0.0
18,7.2
19,2.4
20,9.0
21,28.4
22,38.2
23,3.8
24,0.6
25,0.2
26,5.2
27,3.8
28,5.2
29,24.0
30,29.0
31,8.2
32,0.4
33,0.2
34,2.0
35,5.0
36,9.8
37,10.2
38,7.0
39,4.4
40,2.0
41,0.8
42,0.2
43,2.4
44,4.4
45,5.0
46,8.2
47,3.0
48,0.4
49,0.0
50,6.6
51,5.8
52,6.6
53,23.4
54,34.6
55,2.4
56,0.0
57,0.4
58,4.2
59,3.6
60,6.6
61,30.8
62,36.8
63,2.4
64,0.4
65,0.2
66,4.6
67,3.6
68,6.4
69,24.6
70,34.8
71,6.4
72,0.4
73,0.0
74,9.2
75,2.0
76,7.6
77,26.0
78,42.6
79,2.6
80,0.4
81,0.0
82,7.2
83,3.2
84,7.8
85,30.0
86,32.6
87,10.8
88,2.8
89,0.2
90,3.4
91,4.0
92,8.4
93,12.4
94,10.2
95,6.0
96,3.2
97,0.6
98,0.4
99,3.8
100,5.0
101,6.4
102,6.8
103,3.0
104,1.4
105,0.4
106,6.4
107,7.6
108,6.4
109,22.0
110,33.6
111,1.6
112,0.0
113,0.0
114,5.0
115,3.4
116,6.2
117,27.0
118,29.6
119,3.6
120,0.4
121,0.4
122,5.2
123,4.2
124,5.0
125,19.0
126,35.2
127,5.2
128,0.2
129,0.2
130,4.6
131,2.0
132,7.6
133,28.0
134,42.2
135,3.6
136,0.4
137,0.0
138,7.0
139,3.4
140,7.2
141,29.4
142,35.4
143,7.0
144,0.6
145,0.0
146,2.6
147,3.4
148,7.0
149,12.4
150,11.2
151,5.6
152,4.0
153,0.8
154,0.2
155,3.8
156,7.0
157,7.2
158,9.4
159,3.6
160,0.6
161,0.4
162,0.2
163,2.4
164,4.0
165,6.0
166,11.4
167,2.6
168,0.4
169,0.0
170,4.4
171,2.2
172,6.6
173,25.8
174,28.0
175,2.6
176,0.8
177,0.2
178,6.4
179,3.8
180,6.8
181,26.4
182,46.2
183,6.4
184,0.2
185,0.0
186,9.0
187,1.8
188,8.6
189,28.0
190,47.6
191,5.0
192,1.0
193,0.0
194,8.4
195,3.6
196,10.4
197,27.8
198,33.6
199,11.4
200,1.0
201,0.0
202,3.0
203,4.2
204,9.6
205,14.6
206,11.2
207,8.0
208,3.8
209,0.6
210,0.6
211,2.8
212,5.2
213,6.8
214,7.2
215,3.8
216,1.6
217,0.0
218,4.0
219,5.8
220,4.8
221,19.6
222,25.8
223,1.8
224,0.2
225,0.0
226,4.2
227,2.0
228,6.0
229,29.4
230,37.4
231,2.4
232,0.4
233,0.2
234,4.6
235,3.0
236,4.8
237,21.8
238,34.8
239,2.8
240,0.2
241,0.0
242,5.2
243,1.2
244,6.0
245,19.0
246,29.6
247,5.0
248,0.2
249,0.2
250,0.0
251,4.2
252,5.2
253,8.8
254,21.6
255,30.6
256,8.2
257,1.0
258,0.2
259,2.0
260,5.6
261,7.6
262,7.0
263,9.2
264,6.0
265,2.8
266,1.2
267,1.0
268,9.8
269,5.6
270,6.0
271,6.0
272,3.0
273,1.0
274,0.2
275,6.8
276,4.4
277,6.2
278,30.6
279,48.6
280,4.2
281,0.2
282,0.0
283,7.4
284,7.2
285,6.2
286,35.4
287,59.6
288,5.8
289,1.2
290,0.0
291,10.6
292,7.4
293,7.2
294,37.2
295,55.8
296,6.6
297,0.8
298,0.0
299,6.2
300,3.2
301,3.8
302,21.8
303,40.8
304,6.6
305,0.4
306,0.0
307,5.6
308,7.2
309,11.6
310,26.2
311,36.4
312,10.0
313,2.4
314,0.4
315,2.4
316,6.8
317,9.0
318,10.8
319,8.4
320,5.4
321,3.2
322,0.8
323,0.8
324,4.2
325,8.4
326,6.8
327,6.6
328,4.8
329,1.2
330,0.2
331,8.4
332,3.6
333,6.0
334,29.2
335,48.2
336,6.4
337,0.4
338,0.0
339,7.8
340,4.8
341,7.0
342,35.6
343,57.4
344,4.2
345,0.2
346,0.0
347,4.8
348,3.8
349,4.8
350,21.8
351,48.6
352,7.8
353,1.0
354,0.0
355,8.2
356,6.0
357,6.6
358,31.2
359,50.2
360,7.2
361,1.0
362,0.0
363,5.2
364,6.0
365,12.4
366,24.0
367,38.2
368,11.2
369,2.4
370,0.6
371,3.6
372,6.8
373,10.8
374,8.6
375,11.0
376,7.6
377,2.6
378,0.4
379,0.8
380,3.2
381,6.2
382,6.4
383,4.8
384,3.4
385,1.2
386,0.8
387,2.2
388,4.4
389,5.2
390,6.0
391,8.4
392,3.0
393,0.2
394,0.0
395,5.2
396,3.0
397,5.6
398,31.4
399,48.8
400,7.4
401,0.6
402,0.0
403,8.6
404,6.2
405,6.4
406,29.4
407,53.4
408,6.0
409,0.8
410,0.0
411,6.2
412,3.6
413,5.6
414,30.4
415,45.6
416,8.4
417,0.2
418,0.2
419,6.0
420,6.0
421,9.4
422,23.6
423,38.4
424,10.8
425,2.0
426,0.4
427,3.2
428,6.4
429,8.0
430,10.4
431,12.6
432,7.4
433,2.4
434,1.2
435,1.4
436,3.0
437,6.0
438,9.2
439,5.8
440,2.8
441,1.6
442,0.4
443,8.0
444,4.0
445,7.0
446,30.6
447,46.0
448,8.6
449,0.2
450,0.0
451,8.4
452,4.0
453,8.0
454,34.0
455,60.2
456,5.6
457,0.2
458,0.0
459,7.2
460,5.0
461,5.2
462,27.4
463,50.4
464,6.4
465,0.8
466,0.0
467,7.0
468,4.0
469,5.6
470,28.0
471,44.2
472,8.8
473,0.6
474,0.6
475,0.0
476,6.4
477,3.2
478,8.2
479,28.6
480,29.6
481,6.8
482,2.2
483,0.8
484,1.0
485,3.2
486,6.4
487,5.2
488,9.8
489,6.4
490,4.8
491,0.8
492,1.4
493,3.8
494,7.4
495,9.0
496,6.6
497,3.2
498,2.0
499,0.2
500,7.0
501,4.6
502,5.2
503,28.2
504,66.0
505,6.6
506,0.8
507,0.2
508,6.4
509,3.6
510,6.4
511,30.0
512,54.8
513,7.4
514,0.2
515,0.0
516,7.2
517,3.8
518,5.8
519,25.0
520,38.2
521,5.6
522,0.0
523,0.0
524,9.8
525,2.6
526,4.0
527,27.2
528,66.6
529,6.6
530,0.6
531,0.6
532,6.4
533,5.8
534,10.0
535,27.2
536,25.4
537,8.6
538,2.2
539,0.8
540,1.6
541,3.8
542,7.8
543,8.0
544,11.0
545,6.0
546,4.4
547,1.6
548,1.2
549,5.0
550,8.6
551,6.8
552,8.0
553,6.2
554,1.4
555,0.4
556,5.8
557,5.4
558,4.2
559,31.6
560,64.8
561,8.2
562,0.6
563,0.2
564,5.8
565,2.4
566,4.8
567,23.0
568,42.6
569,6.2
570,0.2
571,0.2
572,5.6
573,4.0
574,3.4
575,25.4
576,52.2
577,8.4
578,0.2
579,0.2
580,11.6
581,4.6
582,6.4
583,37.6
584,58.4
585,8.4
586,0.8
587,0.0
588,7.8
589,3.8
590,12.6
591,25.6
592,38.2
593,12.6
594,2.6
595,1.4
596,3.2
597,6.2
598,10.2
599,10.0
600,16.4
601,6.2
602,4.0
603,1.0
604,1.2
605,3.8
606,8.0
607,6.6
608,9.6
609,4.4
610,2.4
611,0.0
612,9.0
613,5.2
614,6.2
615,27.2
616,67.4
617,5.8
618,0.6
619,0.2
620,8.6
621,4.6
622,7.0
623,31.8
624,58.6
625,4.8
626,0.2
627,0.2
628,5.6
629,4.4
630,4.6
631,17.2
632,47.2
633,8.8
634,0.2
635,0.0
636,9.8
637,2.8
638,7.6
639,28.8
640,50.4
641,4.4
642,0.6
643,0.4
644,5.4
645,4.4
646,6.0
647,24.4
648,31.8
649,13.6
650,3.4
651,1.0
652,1.6
653,5.2
654,8.8
655,8.6
656,10.4
657,6.2
658,3.4
659,0.8
660,1.0
661,3.2
662,8.4
663,6.2
664,8.6
665,5.0
666,1.0
667,0.4
668,8.4
669,4.4
670,3.4
671,24.6
672,62.4
673,8.6
674,0.4
675,0.2
676,8.0
677,3.6
678,7.2
679,28.6
680,61.0
681,5.8
682,0.0
683,0.2
684,6.0
685,3.8
686,4.4
687,23.2
688,62.4
689,6.6
690,0.2
691,0.0
692,9.0
693,4.8
694,7.2
695,30.8
696,64.8
697,5.8
698,0.4
699,0.4
700,8.4
701,6.0
702,10.0
703,22.2
704,39.2
705,10.0
706,4.2
707,0.8
708,2.0
709,7.0
710,11.6
711,11.2
712,11.8
713,6.8
714,5.0
715,1.4
716,1.4
717,4.8
718,7.6
719,7.2
720,7.6
721,5.6
722,2.4
723,2.4
724,0.8
725,4.0
726,4.0
727,6.8
728,19.6
729,49.4
