DD,HH,Day,tripduration,end station latitude,end station longitude,AGE
8,15,5,239,40.72955361,-73.98057249,30.0
8,15,5,374,40.72953837,-73.98426726,38.0
8,15,5,868,40.72217444,-73.98368779,48.0
8,15,5,495,40.72917025,-73.99810231,36.0
8,15,5,3011,40.73971301,-73.99456405,25.0
8,16,5,1114,40.73291553,-74.00711384,46.0
8,16,5,1570,40.744219,-73.97121214,39.0
8,16,5,1446,40.707873,-74.00166999999998,46.0
8,16,5,1425,40.707873,-74.00166999999998,46.0
8,16,5,535,40.73047747,-73.99906065,27.0
8,17,5,848,40.72502876,-73.99069656,23.0
8,17,5,813,40.72502876,-73.99069656,46.0
8,17,5,165,40.72621788,-73.98379855,30.0
8,17,5,417,40.73381219196632,-73.9805442094803,34.0
8,17,5,1384,40.749156,-73.9916,27.0
8,17,5,930,40.73401143,-74.00293877,46.0
8,17,5,1315,40.716887,-73.96319799999998,55.0
8,17,5,1311,40.716887,-73.96319799999998,48.0
8,17,5,543,40.714215,-73.981346,52.0
8,17,5,2057,40.72217444,-73.98368779,55.0
8,17,5,542,40.73454567,-73.99074142,25.0
8,17,5,845,40.73454567,-73.99074142,25.0
8,18,5,157,40.72621788,-73.98379855,33.0
8,18,5,221,40.72217444,-73.98368779,35.0
8,18,5,574,40.71269042,-73.98776323,46.0
8,18,5,214,40.72467721,-73.98783413,35.0
8,18,5,477,40.73028666,-73.9907647,48.0
8,18,5,704,40.728145,-73.990214,32.0
8,18,5,373,40.728145,-73.990214,26.0
8,18,5,591,40.72743423,-73.99379025,27.0
8,18,5,575,40.72743423,-73.99379025,26.0
8,19,5,400,40.736502,-73.97809472,36.0
8,19,5,162,40.72453734,-73.98185424,23.0
8,19,5,472,40.72317958,-73.99480012,27.0
8,19,5,536,40.7218158,-73.99720307,23.0
8,19,5,747,40.739445,-73.97680600000002,25.0
8,19,5,908,40.74311555376486,-73.98215353488922,25.0
8,19,5,837,40.7381765,-73.97738662,27.0
8,19,5,324,40.72740794,-73.98142006,48.0
8,20,5,1018,40.74144387,-73.97536082,46.0
8,20,5,1027,40.74144387,-73.97536082,46.0
8,20,5,972,40.74144387,-73.97536082,46.0
8,20,5,961,40.74144387,-73.97536082,46.0
8,20,5,940,40.74144387,-73.97536082,46.0
8,20,5,914,40.74144387,-73.97536082,46.0
8,20,5,254,40.72955361,-73.98057249,31.0
8,20,5,388,40.72502876,-73.99069656,35.0
8,20,5,409,40.72953837,-73.98426726,46.0
8,21,5,525,40.71893904,-73.99266288,32.0
8,21,5,536,40.71893904,-73.99266288,24.0
8,21,5,1625,40.71534825,-73.96024116,32.0
8,21,5,1316,40.716887,-73.96319799999998,30.0
8,22,5,307,40.71622644,-73.98261206,36.0
8,22,5,726,40.71413089,-73.99704679999998,25.0
8,23,5,193,40.72467721,-73.98783413,25.0
8,23,5,411,40.7218158,-73.99720307,39.0
9,0,6,920,40.73935542,-73.99931783,33.0
9,1,6,2334,40.68539567,-73.97431458,36.0
9,1,6,324,40.72368361,-73.97574813,34.0
9,2,6,384,40.72317958,-73.99480012,28.0
9,2,6,1223,40.72740794,-73.98142006,30.0
9,2,6,355,40.72740794,-73.98142006,43.0
9,2,6,1530,40.73047309,-73.98672378,57.0
9,4,6,678,40.744023,-73.976056,39.0
9,5,6,989,40.72217444,-73.98368779,38.0
9,6,6,590,40.72317958,-73.99480012,55.0
9,7,6,257,40.72743423,-73.99379025,41.0
9,7,6,363,40.72456089,-73.99565293,46.0
9,8,6,1502,40.71729000000001,-73.996375,52.0
9,9,6,517,40.73649403,-73.99704374,29.0
9,9,6,1249,40.69327018,-73.97703874,29.0
9,9,6,1075,40.716887,-73.96319799999998,36.0
9,10,6,589,40.73028666,-73.9907647,27.0
9,10,6,459,40.73028666,-73.9907647,34.0
9,10,6,461,40.73028666,-73.9907647,33.0
9,10,6,902,40.7390169121,-74.0026376103,59.0
9,10,6,375,40.72317958,-73.99480012,46.0
9,10,6,475,40.73047309,-73.98672378,26.0
9,10,6,1127,40.70379920000001,-74.00838676,46.0
9,10,6,432,40.73038599,-74.00214988,26.0
9,10,6,900,40.74901271,-73.98848395,46.0
9,10,6,1340,40.70122128,-74.01234218,57.0
9,11,6,694,40.72903917,-73.99404649,46.0
9,11,6,300,40.72228087,-73.97668709,43.0
9,11,6,914,40.7390169121,-74.0026376103,34.0
9,11,6,287,40.71782143,-73.97628939,41.0
9,11,6,483,40.73223272,-73.98889957,44.0
9,11,6,217,40.72938685,-73.97772429,66.0
9,11,6,1020,40.73704984,-73.99009296,36.0
9,11,6,866,40.73704984,-73.99009296,46.0
9,11,6,480,40.73587678,-73.98205027,26.0
9,11,6,364,40.71782143,-73.97628939,27.0
9,11,6,887,40.74173969,-73.99415556,46.0
9,11,6,245,40.72740794,-73.98142006,23.0
9,11,6,929,40.72362738,-73.99949601,57.0
9,12,6,1218,40.71534825,-73.96024116,25.0
9,12,6,2518,40.7643971,-73.97371465,46.0
9,12,6,2397,40.7643971,-73.97371465,32.0
9,12,6,778,40.73226398,-73.99852205,34.0
9,12,6,690,40.73524276,-73.98758561,26.0
9,12,6,2702,40.72955361,-73.98057249,39.0
9,12,6,123,40.72467721,-73.98783413,41.0
9,12,6,379,40.72456089,-73.99565293,32.0
9,12,6,6286,40.728846,-74.00859100000002,61.0
9,12,6,426,40.7284186,-73.98713956,43.0
9,12,6,1576,40.75513557,-73.98658032,29.0
9,12,6,229,40.72467721,-73.98783413,26.0
9,12,6,457,40.736502,-73.97809472,36.0
9,12,6,856,40.71173107,-73.99193043,27.0
9,13,6,1189,40.70122128,-74.01234218,26.0
9,13,6,1178,40.70122128,-74.01234218,26.0
9,13,6,831,40.73704984,-73.99009296,46.0
9,13,6,470,40.73028666,-73.9907647,42.0
9,13,6,170,40.72299208,-73.97995466,28.0
9,13,6,530,40.73028666,-73.9907647,27.0
9,13,6,317,40.72743423,-73.99379025,26.0
9,13,6,282,40.72743423,-73.99379025,24.0
9,13,6,1137,40.72217444,-73.98368779,30.0
9,13,6,1614,40.69878,-73.99712,29.0
9,13,6,874,40.74238787,-73.99726235,26.0
9,13,6,2832,40.69512845,-73.99595065,29.0
9,13,6,2750,40.69512845,-73.99595065,30.0
9,13,6,728,40.74034320000001,-73.98955109,29.0
9,13,6,701,40.73781509,-73.99994661,25.0
9,13,6,429,40.71893904,-73.99266288,29.0
9,13,6,2348,40.70122128,-74.01234218,46.0
9,13,6,1907,40.70122128,-74.01234218,46.0
9,14,6,180,40.722055,-73.989111,25.0
9,14,6,868,40.74034320000001,-73.98955109,29.0
9,14,6,922,40.71754834,-74.01322069,40.0
9,14,6,750,40.73704984,-73.99009296,35.0
9,14,6,416,40.72953837,-73.98426726,38.0
9,14,6,263,40.722055,-73.989111,46.0
9,14,6,419,40.72317958,-73.99480012,23.0
9,14,6,785,40.73971301,-73.99456405,47.0
9,14,6,315,40.72502876,-73.99069656,37.0
9,14,6,518,40.72317958,-73.99480012,31.0
9,14,6,310,40.7284186,-73.98713956,30.0
9,14,6,931,40.73291553,-74.00711384,25.0
9,14,6,812,40.71044554,-73.96525063,34.0
9,14,6,269,40.72502876,-73.99069656,32.0
9,14,6,831,40.73649403,-73.99704374,34.0
9,15,6,391,40.72955361,-73.98057249,46.0
9,15,6,2004,40.7643971,-73.97371465,35.0
9,15,6,2010,40.7643971,-73.97371465,39.0
9,15,6,774,40.71534825,-73.96024116,30.0
9,15,6,167,40.72299208,-73.97995466,32.0
9,15,6,163,40.72299208,-73.97995466,32.0
9,15,6,1823,40.74025878,-73.98409214,46.0
9,15,6,1331,40.69839895,-73.98068914,32.0
9,15,6,1534,40.69839895,-73.98068914,30.0
9,15,6,1763,40.7153379,-74.01658354,56.0
9,15,6,363,40.72740794,-73.98142006,32.0
9,15,6,1332,40.72043411,-74.01020609,39.0
9,15,6,868,40.73912601,-73.97973776,30.0
9,15,6,986,40.751581,-73.97791,25.0
9,16,6,550,40.73028666,-73.9907647,48.0
9,16,6,1210,40.7390169121,-74.0026376103,26.0
9,16,6,1420,40.7390169121,-74.0026376103,46.0
9,16,6,1258,40.7390169121,-74.0026376103,46.0
9,16,6,1009,40.74173969,-73.99415556,31.0
9,16,6,9068,40.71754834,-74.01322069,24.0
9,17,6,222,40.72621788,-73.98379855,28.0
9,17,6,962,40.7454973,-74.00197139,25.0
9,17,6,1076,40.72043411,-74.01020609,33.0
9,17,6,328,40.72743423,-73.99379025,55.0
9,17,6,1207,40.74311555376486,-73.98215353488922,46.0
9,17,6,1286,40.74311555376486,-73.98215353488922,46.0
9,17,6,406,40.72679454,-73.99695094,27.0
9,17,6,2589,40.7643971,-73.97371465,23.0
9,18,6,1960,40.71581550000001,-73.99422366,46.0
9,18,6,1962,40.71581550000001,-73.99422366,46.0
9,18,6,1129,40.74034320000001,-73.98955109,46.0
9,18,6,1088,40.74034320000001,-73.98955109,46.0
9,18,6,525,40.73047747,-73.99906065,40.0
9,18,6,1063,40.74034320000001,-73.98955109,46.0
9,18,6,484,40.73047747,-73.99906065,39.0
9,18,6,959,40.74034320000001,-73.98955109,46.0
9,18,6,359,40.73047309,-73.98672378,51.0
9,18,6,504,40.72953837,-73.98426726,44.0
9,18,6,818,40.70823502,-74.00530063,32.0
9,18,6,1613,40.72779126,-73.98564945,47.0
9,18,6,1381,40.74238787,-73.99726235,46.0
9,18,6,190,40.722055,-73.989111,26.0
9,18,6,1326,40.74238787,-73.99726235,46.0
9,18,6,773,40.73454567,-73.99074142,53.0
9,18,6,448,40.7284186,-73.98713956,46.0
9,18,6,412,40.7284186,-73.98713956,48.0
9,18,6,675,40.71622644,-73.98261206,45.0
9,18,6,1011,40.73454567,-73.99074142,29.0
9,18,6,956,40.73454567,-73.99074142,30.0
9,18,6,866,40.71273266,-74.0046073,34.0
9,18,6,840,40.73047747,-73.99906065,31.0
9,18,6,834,40.73047747,-73.99906065,29.0
9,19,6,163,40.72621788,-73.98379855,30.0
9,19,6,148,40.72453734,-73.98185424,48.0
9,19,6,1231,40.75001986,-73.96905301,68.0
9,19,6,318,40.7172274,-73.98802084,24.0
9,19,6,218,40.722055,-73.989111,25.0
9,19,6,491,40.71729000000001,-73.996375,23.0
9,19,6,605,40.73038599,-74.00214988,31.0
9,19,6,141,40.7208736,-73.98085795,40.0
9,19,6,107,40.72453734,-73.98185424,31.0
9,20,6,536,40.72953837,-73.98426726,31.0
9,21,6,319,40.72082834,-73.97793172,33.0
9,21,6,329,40.73381219196632,-73.9805442094803,26.0
9,21,6,881,40.72217444,-73.98368779,46.0
9,21,6,387,40.71893904,-73.99266288,27.0
9,21,6,1025,40.72621788,-73.98379855,46.0
9,21,6,983,40.72621788,-73.98379855,46.0
9,21,6,323,40.71622644,-73.98261206,47.0
9,22,6,619,40.7218158,-73.99720307,23.0
10,2,0,218,40.71739973,-73.98016555,25.0
10,5,0,1122,40.7218158,-73.99720307,55.0
10,5,0,208,40.72521311,-73.97768752,26.0
10,6,0,486,40.72679454,-73.99695094,27.0
10,6,0,996,40.74173969,-73.99415556,59.0
10,6,0,1284,40.76340613,-73.97722479,29.0
10,6,0,347,40.72456089,-73.99565293,56.0
10,6,0,487,40.72679454,-73.99695094,36.0
10,7,0,1351,40.75971079999999,-73.97402311,25.0
10,7,0,1296,40.75640548,-73.9900262,25.0
10,7,0,644,40.73291553,-74.00711384,24.0
10,7,0,126,40.7208736,-73.98085795,27.0
10,7,0,817,40.73781509,-73.99994661,46.0
10,7,0,551,40.73224119,-74.00026394,29.0
10,7,0,233,40.7172274,-73.98802084,40.0
10,7,0,507,40.717571,-74.005549,26.0
10,7,0,129,40.7208736,-73.98085795,37.0
10,8,0,1139,40.751581,-73.97791,31.0
10,8,0,190,40.72467721,-73.98783413,25.0
10,9,0,702,40.728846,-74.00859100000002,32.0
10,9,0,559,40.71413089,-73.99704679999998,24.0
10,9,0,549,40.71605866,-73.99190759,25.0
10,10,0,13662,40.72317958,-73.99480012,38.0
10,10,0,2503,40.72679454,-73.99695094,58.0
10,10,0,1210,40.73971301,-73.99456405,59.0
10,11,0,517,40.71559509,-73.9870295,41.0
10,11,0,468,40.73172428,-74.00674436,48.0
10,11,0,1733,40.71911552,-74.00666661,52.0
10,11,0,348,40.72679454,-73.99695094,25.0
10,12,0,310,40.72938685,-73.97772429,42.0
10,12,0,548,40.72710258,-74.00297088,27.0
10,12,0,498,40.73049393,-73.99572140000002,24.0
10,13,0,418,40.73047747,-73.99906065,41.0
10,13,0,239,40.72453734,-73.98185424,33.0
10,13,0,4475,40.73624527,-73.98473765,41.0
10,13,0,700,40.71602118,-73.99974372,46.0
10,14,0,1511,40.70955958,-74.00653609,42.0
10,14,0,746,40.707873,-74.00166999999998,25.0
10,14,0,166,40.72521311,-73.97768752,31.0
10,14,0,359,40.7284186,-73.98713956,68.0
10,14,0,1559,40.68312489,-73.97895137,30.0
10,14,0,325,40.72502876,-73.99069656,46.0
10,15,0,720,40.73291553,-74.00711384,36.0
10,15,0,210,40.72082834,-73.97793172,37.0
10,15,0,444,40.71910537,-73.99973337,30.0
10,16,0,685,40.734232,-73.986923,45.0
10,16,0,464,40.72456089,-73.99565293,34.0
10,16,0,258,40.722055,-73.989111,49.0
10,16,0,384,40.73047309,-73.98672378,51.0
10,16,0,392,40.72502876,-73.99069656,53.0
10,16,0,451,40.71559509,-73.9870295,41.0
10,17,0,279,40.71893904,-73.99266288,59.0
10,17,0,475,40.71893904,-73.99266288,61.0
10,17,0,1161,40.746647,-73.993915,56.0
10,17,0,516,40.7172274,-73.98802084,46.0
10,17,0,620,40.724399,-74.004704,61.0
10,17,0,440,40.72621788,-73.98379855,39.0
10,17,0,659,40.74780373,-73.97344190000003,29.0
10,17,0,669,40.71729000000001,-73.996375,57.0
10,17,0,259,40.71622644,-73.98261206,58.0
10,17,0,1350,40.70355377,-74.00670227,46.0
10,18,0,1312,40.70355377,-74.00670227,46.0
10,18,0,355,40.72228087,-73.97668709,25.0
10,18,0,121,40.72453734,-73.98185424,23.0
10,18,0,294,40.72521311,-73.97768752,31.0
10,18,0,1056,40.75001986,-73.96905301,29.0
10,18,0,977,40.75001986,-73.96905301,28.0
10,18,0,440,40.71427487,-73.98990025,57.0
10,18,0,705,40.72456089,-73.99565293,40.0
10,18,0,811,40.74394314,-73.97966069,23.0
10,18,0,633,40.73492695,-73.99200509,31.0
10,19,0,802,40.73401143,-74.00293877,41.0
10,19,0,108,40.72217444,-73.98368779,46.0
10,19,0,1044,40.73049393,-73.99572140000002,46.0
10,19,0,1673,40.751873,-73.97770600000003,46.0
10,19,0,1671,40.751873,-73.97770600000003,46.0
10,19,0,904,40.73049393,-73.99572140000002,46.0
10,19,0,828,40.74144387,-73.97536082,23.0
10,19,0,368,40.73047309,-73.98672378,39.0
10,19,0,493,40.72710258,-74.00297088,43.0
10,19,0,485,40.73028666,-73.9907647,48.0
10,20,0,461,40.72317958,-73.99480012,26.0
10,20,0,292,40.71782143,-73.97628939,46.0
10,20,0,289,40.728145,-73.990214,38.0
10,21,0,94,40.7208736,-73.98085795,27.0
10,21,0,369,40.72456089,-73.99565293,29.0
10,21,0,850,40.74173969,-73.99415556,30.0
10,21,0,292,40.714215,-73.981346,56.0
10,21,0,632,40.73726186,-73.99238967,54.0
10,22,0,370,40.72453734,-73.98185424,46.0
10,22,0,577,40.72917025,-73.99810231,34.0
10,23,0,1095,40.74317449,-74.00366443,39.0
10,23,0,295,40.72019576,-73.98997825,24.0
10,23,0,270,40.71782143,-73.97628939,33.0
10,23,0,2073,40.7208736,-73.98085795,46.0
11,0,1,895,40.710451,-73.960876,46.0
11,0,1,723,40.7172274,-73.98802084,41.0
11,5,1,643,40.72710258,-74.00297088,27.0
11,5,1,810,40.72317958,-73.99480012,55.0
11,6,1,300,40.72743423,-73.99379025,41.0
11,7,1,1179,40.75640548,-73.9900262,25.0
11,7,1,1008,40.70379920000001,-74.00838676,27.0
11,7,1,466,40.73028666,-73.9907647,26.0
11,8,1,662,40.7218158,-73.99720307,26.0
11,8,1,520,40.72710258,-74.00297088,24.0
11,8,1,457,40.73028666,-73.9907647,31.0
11,8,1,803,40.74444921,-73.98303529,29.0
11,8,1,321,40.72903917,-73.99404649,27.0
11,8,1,1506,40.751396,-74.00522600000002,23.0
11,8,1,1497,40.75066386,-74.00176802,59.0
11,8,1,448,40.72903917,-73.99404649,27.0
11,8,1,226,40.72228087,-73.97668709,40.0
11,8,1,172,40.72502876,-73.99069656,32.0
11,9,1,1058,40.70365182,-74.01167797,29.0
11,9,1,92,40.72066442,-73.98517977,25.0
11,9,1,613,40.728846,-74.00859100000002,32.0
11,9,1,544,40.72743423,-73.99379025,22.0
11,9,1,891,40.74034320000001,-73.98955109,24.0
11,9,1,193,40.71850211,-73.98329859,26.0
11,10,1,312,40.728145,-73.990214,38.0
11,11,1,384,40.72743423,-73.99379025,32.0
11,12,1,662,40.73049393,-73.99572140000002,24.0
11,12,1,1044,40.71291224,-74.01020234,46.0
11,12,1,237,40.71559509,-73.9870295,51.0
11,13,1,340,40.73047309,-73.98672378,57.0
11,13,1,895,40.71427487,-73.98990025,30.0
11,14,1,637,40.73524276,-73.98758561,35.0
11,14,1,1533,40.71559509,-73.9870295,24.0
11,15,1,1061,40.710451,-73.960876,22.0
11,15,1,1154,40.74765947,-73.98490707,62.0
11,15,1,441,40.72679454,-73.99695094,55.0
11,15,1,269,40.7262807,-73.98978041,36.0
11,15,1,830,40.71729000000001,-73.996375,57.0
11,15,1,397,40.73047309,-73.98672378,51.0
11,15,1,329,40.72743423,-73.99379025,29.0
11,15,1,489,40.73028666,-73.9907647,56.0
11,16,1,159,40.72621788,-73.98379855,42.0
11,16,1,419,40.73454567,-73.99074142,32.0
11,16,1,1565,40.75323098,-73.97032517,68.0
11,16,1,615,40.744023,-73.976056,28.0
11,16,1,1035,40.72456089,-73.99565293,50.0
11,16,1,363,40.72955361,-73.98057249,28.0
11,16,1,689,40.744023,-73.976056,26.0
11,17,1,579,40.71893904,-73.99266288,46.0
11,17,1,531,40.71893904,-73.99266288,18.0
11,17,1,326,40.72953837,-73.98426726,38.0
11,17,1,1827,40.711512,-74.01575600000002,39.0
11,17,1,347,40.71605866,-73.99190759,28.0
11,17,1,527,40.71605866,-73.99190759,48.0
11,17,1,1189,40.7208736,-73.98085795,37.0
11,18,1,167,40.72467721,-73.98783413,52.0
11,18,1,86,40.7208736,-73.98085795,27.0
11,18,1,1353,40.74173969,-73.99415556,45.0
11,18,1,303,40.72368361,-73.97574813,29.0
11,18,1,215,40.72521311,-73.97768752,31.0
11,18,1,165,40.72467721,-73.98783413,24.0
11,18,1,1043,40.724399,-74.004704,40.0
11,18,1,2206,40.713126,-73.984844,41.0
11,18,1,458,40.71729000000001,-73.996375,27.0
11,19,1,765,40.74144387,-73.97536082,23.0
11,19,1,347,40.72317958,-73.99480012,46.0
11,19,1,2479,40.71622644,-73.98261206,31.0
11,19,1,241,40.72955361,-73.98057249,26.0
11,19,1,13914,40.73401143,-74.00293877,42.0
11,20,1,600,40.73492695,-73.99200509,31.0
11,20,1,429,40.73047309,-73.98672378,46.0
11,20,1,493,40.72456089,-73.99565293,40.0
11,20,1,447,40.72938685,-73.97772429,31.0
11,20,1,675,40.744023,-73.976056,60.0
11,20,1,919,40.73038599,-74.00214988,38.0
11,20,1,553,40.73028666,-73.9907647,59.0
11,21,1,323,40.71893904,-73.99266288,31.0
11,21,1,627,40.73224119,-74.00026394,22.0
11,21,1,558,40.71076228,-73.99400398,23.0
11,21,1,1155,40.710451,-73.960876,46.0
11,21,1,1141,40.710451,-73.960876,46.0
11,22,1,2239,40.6851443,-73.95380904,26.0
11,22,1,534,40.734232,-73.986923,31.0
11,22,1,565,40.71427487,-73.98990025,23.0
12,5,2,640,40.73291553,-74.00711384,24.0
12,5,2,616,40.72317958,-73.99480012,55.0
12,5,2,480,40.72679454,-73.99695094,27.0
12,6,2,2537,40.70355377,-74.00670227,39.0
12,6,2,581,40.73291553,-74.00711384,27.0
12,6,2,667,40.73492695,-73.99200509,59.0
12,6,2,254,40.71782143,-73.97628939,33.0
12,6,2,1252,40.75500254,-73.98014437,31.0
12,6,2,341,40.72456089,-73.99565293,56.0
12,6,2,1128,40.75255434,-73.97282625,24.0
12,6,2,716,40.73704984,-73.99009296,29.0
12,6,2,214,40.72521311,-73.97768752,26.0
12,7,2,252,40.72502876,-73.99069656,33.0
12,7,2,673,40.739445,-73.97680600000002,36.0
12,7,2,1008,40.74780373,-73.97344190000003,31.0
12,7,2,886,40.70530954,-74.00612572,28.0
12,7,2,1387,40.75640548,-73.9900262,25.0
12,7,2,651,40.73704984,-73.99009296,36.0
12,7,2,486,40.73224119,-74.00026394,29.0
12,7,2,222,40.7172274,-73.98802084,40.0
12,7,2,515,40.717571,-74.005549,26.0
12,7,2,332,40.72743423,-73.99379025,31.0
12,7,2,875,40.71273266,-74.0046073,27.0
12,7,2,2159,40.75640548,-73.9900262,46.0
12,7,2,627,40.73827428,-73.98751968,28.0
12,7,2,1051,40.74025878,-73.98409214,37.0
12,7,2,391,40.73492695,-73.99200509,29.0
12,7,2,218,40.72502876,-73.99069656,32.0
12,7,2,443,40.73028666,-73.9907647,31.0
12,8,2,329,40.72521311,-73.97768752,26.0
12,8,2,956,40.707873,-74.00166999999998,26.0
12,8,2,2159,40.72217444,-73.98368779,56.0
12,8,2,1065,40.7451677,-73.98683077,28.0
12,8,2,386,40.72456089,-73.99565293,26.0
12,8,2,1068,40.73726186,-73.99238967,28.0
12,8,2,1093,40.751581,-73.97791,31.0
12,8,2,515,40.73224119,-74.00026394,35.0
12,8,2,980,40.74571210000001,-73.98194829,29.0
12,8,2,1232,40.746647,-73.993915,36.0
12,8,2,682,40.70530954,-74.00612572,25.0
12,8,2,1008,40.71285887,-73.96590294,35.0
12,8,2,973,40.74025878,-73.98409214,21.0
12,8,2,649,40.736502,-73.97809472,24.0
12,8,2,965,40.71273266,-74.0046073,34.0
12,8,2,1361,40.751396,-74.00522600000002,23.0
12,8,2,4451,40.75022392,-73.97121414,48.0
12,8,2,479,40.73049393,-73.99572140000002,27.0
12,8,2,298,40.72229346,-73.99147535,43.0
12,8,2,381,40.72903917,-73.99404649,27.0
12,9,2,805,40.73649403,-73.99704374,30.0
12,9,2,1028,40.7451677,-73.98683077,46.0
12,9,2,1341,40.75001986,-73.96905301,32.0
12,9,2,988,40.74173969,-73.99415556,46.0
12,10,2,309,40.7284186,-73.98713956,39.0
12,10,2,395,40.72917025,-73.99810231,26.0
12,10,2,408,40.72317958,-73.99480012,23.0
12,11,2,550,40.73047309,-73.98672378,37.0
12,11,2,1297,40.73038599,-74.00214988,42.0
12,11,2,763,40.74394314,-73.97966069,28.0
12,12,2,1503,40.70955958,-74.00653609,46.0
12,12,2,329,40.72740794,-73.98142006,46.0
12,12,2,621,40.73454567,-73.99074142,28.0
12,13,2,960,40.71559509,-73.9870295,41.0
12,13,2,632,40.72217444,-73.98368779,31.0
12,13,2,2317,40.770513,-73.988038,61.0
12,13,2,225,40.72217444,-73.98368779,27.0
12,14,2,338,40.7262807,-73.98978041,31.0
12,14,2,1904,40.72217444,-73.98368779,42.0
12,14,2,626,40.73047747,-73.99906065,46.0
12,14,2,1027,40.74173969,-73.99415556,68.0
12,14,2,477,40.72917025,-73.99810231,24.0
12,14,2,1659,40.746647,-73.993915,16.0
12,14,2,1666,40.746647,-73.993915,43.0
12,14,2,1653,40.746647,-73.993915,43.0
12,15,2,530,40.7381765,-73.97738662,26.0
12,15,2,771,40.7451677,-73.98683077,27.0
12,15,2,1274,40.71076228,-73.99400398,42.0
12,15,2,553,40.72917025,-73.99810231,36.0
12,16,2,318,40.72229346,-73.99147535,43.0
12,16,2,754,40.72955361,-73.98057249,50.0
12,17,2,86,40.7208736,-73.98085795,27.0
12,17,2,1952,40.72467721,-73.98783413,39.0
12,17,2,527,40.73049393,-73.99572140000002,24.0
12,17,2,327,40.72953837,-73.98426726,38.0
12,17,2,188,40.72521311,-73.97768752,40.0
12,17,2,440,40.73028666,-73.9907647,30.0
12,17,2,1907,40.76590936,-73.97634151,50.0
12,17,2,1183,40.72217444,-73.98368779,30.0
12,18,2,748,40.71076228,-73.99400398,29.0
12,18,2,1395,40.72953837,-73.98426726,66.0
12,18,2,320,40.71893904,-73.99266288,31.0
12,18,2,1442,40.728145,-73.990214,35.0
12,18,2,780,40.73454567,-73.99074142,25.0
12,18,2,521,40.73454567,-73.99074142,26.0
12,18,2,891,40.74238787,-73.99726235,35.0
12,19,2,293,40.72317958,-73.99480012,26.0
12,19,2,593,40.73492695,-73.99200509,31.0
12,19,2,535,40.736502,-73.97809472,34.0
12,19,2,458,40.72317958,-73.99480012,32.0
12,19,2,706,40.74144387,-73.97536082,23.0
12,19,2,1198,40.756014,-73.967416,24.0
12,19,2,1581,40.70224,-73.982578,25.0
12,19,2,2094,40.749156,-73.9916,34.0
12,20,2,361,40.72110063,-73.99192540000001,23.0
12,20,2,2468,40.72621788,-73.98379855,46.0
12,21,2,565,40.71076228,-73.99400398,23.0
12,21,2,471,40.72217444,-73.98368779,28.0
12,21,2,1714,40.73028666,-73.9907647,29.0
12,21,2,1034,40.73781509,-73.99994661,66.0
12,22,2,1594,40.74096374,-73.98602213,33.0
12,22,2,2295,40.72621788,-73.98379855,46.0
12,22,2,243,40.72938685,-73.97772429,24.0
12,23,2,1113,40.71427487,-73.98990025,35.0
12,23,2,613,40.7218158,-73.99720307,30.0
12,23,2,389,40.72743423,-73.99379025,27.0
12,23,2,2864,40.72368361,-73.97574813,46.0
13,0,3,547,40.7218158,-73.99720307,25.0
13,0,3,257,40.72953837,-73.98426726,35.0
13,3,3,3932,40.751551,-73.993934,46.0
13,5,3,652,40.72317958,-73.99480012,55.0
13,5,3,835,40.74780373,-73.97344190000003,31.0
13,6,3,361,40.72456089,-73.99565293,56.0
13,6,3,1322,40.76340613,-73.97722479,29.0
13,6,3,794,40.73291553,-74.00711384,27.0
13,6,3,948,40.75019995,-73.99093085,23.0
13,6,3,1092,40.74173969,-73.99415556,59.0
13,6,3,1149,40.75255434,-73.97282625,24.0
13,6,3,1041,40.75714758,-73.97207836,39.0
13,6,3,316,40.72743423,-73.99379025,41.0
13,6,3,895,40.70379920000001,-74.00838676,27.0
13,6,3,1298,40.75097711,-73.98765428,27.0
13,6,3,1420,40.7423543,-73.98915076,34.0
13,7,3,1347,40.70717936,-74.00887308,24.0
13,7,3,317,40.72502876,-73.99069656,33.0
13,7,3,1248,40.75971079999999,-73.97402311,25.0
13,7,3,192,40.72740794,-73.98142006,26.0
13,7,3,1351,40.75640548,-73.9900262,25.0
13,7,3,656,40.73291553,-74.00711384,24.0
13,7,3,212,40.7172274,-73.98802084,40.0
13,7,3,377,40.73028666,-73.9907647,35.0
13,7,3,1310,40.759107,-73.959223,26.0
13,7,3,349,40.72456089,-73.99565293,26.0
13,7,3,413,40.73047309,-73.98672378,27.0
13,7,3,842,40.74034320000001,-73.98955109,29.0
13,7,3,502,40.73224119,-74.00026394,29.0
13,7,3,645,40.72502876,-73.99069656,31.0
13,7,3,227,40.72502876,-73.99069656,32.0
13,7,3,525,40.73224119,-74.00026394,35.0
13,7,3,970,40.7462009,-73.98855723,34.0
13,8,3,558,40.73454567,-73.99074142,27.0
13,8,3,651,40.73261787,-73.99158043,43.0
13,8,3,391,40.73028666,-73.9907647,31.0
13,8,3,586,40.710451,-73.960876,26.0
13,8,3,2196,40.7208736,-73.98085795,56.0
13,8,3,960,40.71285887,-73.96590294,35.0
13,8,3,676,40.734232,-73.986923,44.0
13,8,3,1142,40.7451677,-73.98683077,28.0
13,8,3,428,40.73221853,-73.98165557,31.0
13,8,3,895,40.74571210000001,-73.98194829,29.0
13,8,3,934,40.71494807,-74.00234482,25.0
